OBJECTID	segment_length_m	local_ca	dest_channel_id	segment_slope	total_ca_mean	segment_order	channel_class_id
1	856.0660172	44	-1	0.0009345	1904715008	6
2	1748.528137	49	1	0.0024592	1899067520	12
3	2004.594155	185	1	0.0285843	2070000	8
4	786.3961031	31	2	0.0011445	1894972544	6
5	150	2	4	0.00001	1885095040	6
6	212.1320344	2	4	0.0070711	9517500	8
7	2035.660172	141	2	0.0331097	1575000	8
8	786.3961031	22	6	0.0127162	6030000	8
9	768.1980515	101	8	0.045431	1125000	8
10	3683.452378	223	5	0.0657807	13387500	9
11	4870.584412	290	10	0.1340291	3262500	14
12	892.4621202	141	8	0.0644285	1575000	8
13	2040.990258	157	6	0.0506617	1755000	8
14	980.3300859	164	10	0.0299899	1845000	8
15	1487.132034	165	18	0.1101449	1845000	14
16	1218.198052	120	19	0.0417009	1350000	8
17	318.1980515	96	19	0.0465119	1080000	8
18	750	63	24	0.13	17167500	15
19	724.2640687	15	20	0.1114234	4995000	14
20	6368.376618	400	5	0.0023711	1865587456	12
21	5227.386361	568	18	0.1118915	6390000	14
22	1254.594155	174	24	0.4039553	1957500	14
23	1148.528137	119	20	0.002612	1854315008	12
24	1722.792206	57	23	0.0967615	22432500	10
25	1298.528137	167	23	0.0023103	1829069952	12
26	1466.726189	163	53	0.1103137	1822500	14
27	737.1320344	115	53	0.0759701	1282500	8
28	587.1320344	95	25	0.0379812	1057500	8
29	3577.386361	287	34	0.0534748	3217500	8
30	1660.660172	71	25	0.0030109	1823107456	12
31	1373.528137	173	34	0.2303557	1935000	14
32	512.1320344	28	30	0.0050768	1816987520	12
33	1223.528137	223	30	0.0101346	2497500	8
34	1960.660172	126	32	0.0265727	11767500	9
35	2403.122292	421	43	0.1681562	4725000	14
36	675	116	43	0.3512593	1305000	14
37	525	122	65	0.1087619	1372500	14
38	1174.264069	35	32	0.0030658	1803082496	12
39	1448.528137	142	65	0.0071107	865777472	12
40	887.1320344	109	39	0.1785529	1215000	14
41	2765.254326	277	54	0.2806975	3105000	14
42	1611.396103	163	47	0.3204674	1822500	14
43	1412.132034	171	70	0.0597678	13972500	9
44	1818.198052	248	70	0.2526127	2790000	14
45	962.1320344	114	47	0.1090287	11700000	15
46	892.4621202	131	45	0.4717287	1462500	14
47	3848.528137	447	54	0.061556	21667500	10
48	1461.396103	144	55	0.2881491	1620000	14
49	742.4621202	140	55	0.3128779	1575000	14
50	1536.396103	117	38	0.0030591	1795747456	12
51	3209.92424	333	45	0.1658606	3735000	14
52	1218.198052	139	50	0.107618	1552500	14
53	4634.92424	434	62	0.0984482	11115000	9
54	1660.660172	169	62	0.0728626	34830000	11
55	574.2640687	11	73	0.1413984	6480000	14
56	150	0	73	0.0753333	11295000	9
57	2211.396103	228	56	0.2122189	2565000	14
58	2635.660172	250	38	0.0043253	2812500	8
59	2172.792206	344	39	0.0072717	857969984	12
60	1885.660172	321	64	0.1209126	3600000	14
61	742.4621202	100	64	0.4540299	1125000	14
62	3047.056275	140	59	0.058417	54337500	12
63	975	175	72	0.2524103	1957500	14
64	812.1320344	50	72	0.1019539	10012500	15
65	5333.452378	466	75	0.0049686	875362496	12
66	2103.122292	275	56	0.2309424	3082500	14
67	1774.264069	130	50	0.0019163	1789852544	6
68	1523.528137	261	91	0.1654055	2925000	14
69	737.1320344	106	90	0.2595193	1192500	14
70	3047.056275	390	90	0.0263205	25965000	10
71	887.1320344	178	91	0.1251223	2002500	14
72	724.2640687	37	76	0.0767676	15120000	9
73	3983.452378	459	76	0.0473961	23085000	10
74	750	16	67	0.0021333	892867520	12
75	3709.188309	313	67	0.0064704	891787520	12
76	450	10	82	0.0268889	43740000	12
77	2128.858223	176	74	0.1063011	1980000	14
78	512.1320344	38	74	0.0013668	888300032	6
79	2542.46212	341	75	0.0113276	3825000	8
80	2834.92424	247	59	0.0066668	795307520	12
81	7956.244584	570	80	0.0796858	20767500	10
82	1572.792206	127	98	0.0219355	55890000	12
83	618.1980515	102	81	0.2662577	1147500	14
84	525	104	85	0.064381	1170000	8
85	1024.264069	153	80	0.0058579	763694976	12
86	1280.330086	118	78	0.0049987	1327500	8
87	1360.660172	83	81	0.076213	11002500	9
88	2149.264069	347	87	0.1485625	3892500	14
89	975	122	93	0.301641	1372500	14
90	2136.396103	182	93	0.0302846	34695000	11
91	4707.716447	459	94	0.0754081	15007500	9
92	2884.188309	251	78	0.0636921	2812500	8
93	150	0	107	0.0193333	39487500	11
94	212.1320344	11	107	0.0150849	25560000	10
95	675	101	87	0.2945185	1125000	14
96	2110.660172	93	78	0.0029848	878512512	12
97	1148.528137	190	85	0.0052241	757507520	12
98	1784.92424	224	128	0.0187683	64552500	12
99	375	91	128	0.2184	1012500	14
100	5238.046533	471	82	0.1368831	5287500	14
101	212.1320344	17	96	0.0004714	864675008	6
102	212.1320344	6	97	0.0042426	751995008	12
103	424.2640687	13	96	0.002357	12532500	9
104	300	1	103	0.0606667	9742500	8
105	1823.528137	309	104	0.0095419	3465000	8
106	587.1320344	149	97	0.0298059	1665000	8
107	1086.396103	70	155	0.015464	65857500	12
108	887.1320344	116	103	0.034155	1305000	8
109	3334.188309	228	94	0.2114158	2565000	14
110	1148.528137	157	102	0.006356	738899968	12
111	742.4621202	96	110	0.280553	1080000	14
112	2847.792206	207	98	0.2059139	2317500	14
113	1673.528137	131	101	0.0072302	1462500	8
114	874.2640687	46	101	0.0025164	861030016	12
115	2847.792206	125	104	0.073039	1395000	8
116	512.1320344	15	110	0.0097631	734444992	12
117	830.3300859	95	116	0.196187	1057500	14
118	1448.528137	63	114	0.0020711	844897472	12
